,Bib,M/F,"X1, Age","X2, 5K Pace","X3, Half Pace","Y, Official Time","X4, Gender","X5, Wave: Elite","X6, Wave: One","X7, Wave: Two","X8, Wave: Three",Index,Yfit,Res,"lnY, Official Time",lnYfit,"Res, lnY",ti,hii,DFFITS,Cooks distance
23661,22093,F,49,5.506,5.75329,296.53,1,0,0,0,1,11787,259.54747656785247,36.9825234321475,5.692148393757833,5.553361158531586,0.13878723522624714,2.8657308551638776,0.0003581766980788947,0.05424526747852762,0.00032677099536028545
18957,28755,M,38,5.434,5.41297,256.9,0,0,0,0,0,9473,250.50630277724008,6.393697222759897,5.548686904115838,5.508744627076402,0.03994227703943665,0.49536076230677245,0.0006434010704949118,0.012569044108558249,1.755443551081528e-05
7743,13957,F,43,4.85,4.86693,212.67,1,0,0,1,0,3948,215.38884077057656,-2.718840770576577,5.359741668535036,5.374751593321809,-0.015009924786773432,-0.21062718486621523,0.0004796696871867507,-0.004614129127435547,2.3657480108409355e-06
18031,18974,F,35,5.456,5.48027,251.75,1,0,0,0,1,9024,244.7246855186669,7.025314481333112,5.528436531598672,5.494857575005488,0.03357895659318366,0.5442397849381069,0.00043233116757185086,0.011318593402237799,1.4235266789257802e-05
8863,28056,M,48,5.44,4.8821,216.8,0,0,0,0,0,4515,217.93792979881187,-1.1379297988118537,5.378975269565491,5.387217109563444,-0.008241839997952916,-0.0881825251120795,0.0011101409430714247,-0.002939766176001632,9.60319569282778e-07
10057,12524,F,40,5.046,4.958880000000001,221.13,1,0,0,1,0,5099,217.57289699727536,3.557103002724631,5.398750763869307,5.383712478781141,0.01503828508816607,0.2755700598060379,0.0005000115822199333,0.006163546346308016,4.221329825091868e-06
8218,12865,M,50,4.936,4.965990000000001,214.45,0,0,0,1,0,4179,226.47267238182562,-12.022672381825629,5.3680766109628895,5.417460074905501,-0.04938346394261117,-0.9313825692158869,0.0004008445723911169,-0.018651044974510506,3.8651664228790365e-05
15217,24610,F,56,5.39,5.53383,238.52,1,0,0,0,0,7661,250.6305081878401,-12.110508187840082,5.474453164254905,5.5125340922600685,-0.03808092800516327,-0.9384752972254259,0.0010136635077316865,-0.029894409368854676,9.929820022499653e-05
8806,10879,M,57,4.53,4.56358,216.58,0,0,0,1,0,4484,209.15272966783252,7.427270332167495,5.377959994200234,5.350649425432826,0.027310568767408228,0.5754008656730326,0.0005068444082165653,0.012957401868627413,1.8655865388899565e-05
24729,23409,F,50,6.586,7.016,313.32,1,0,0,0,1,12330,316.1890247045721,-2.869024704572098,5.7472250324990375,5.774080228012424,-0.02685519551338622,-0.22232493414273108,0.0010463706913370462,-0.007195455491279103,5.753146199761603e-06
23316,30138,M,57,6.356,6.5955699999999995,292.37,0,0,0,0,0,11599,304.23092468638816,-11.86092468638816,5.678020123432761,5.720286469023393,-0.04226634559063225,-0.9189029363150273,0.000513060441937826,-0.02081926259442328,4.816075722780194e-05
14709,13115,F,51,5.093999999999999,5.1262,236.82,1,0,0,1,0,7396,226.22315870635435,10.596841293645639,5.46730035890281,5.418405322669307,0.04889503623350322,0.8210090887136995,0.0006200760481719503,0.020450556591829417,4.6470623630878784e-05
22016,27701,F,52,6.046,6.31355,278.43,1,0,0,0,0,10966,286.03716105502747,-7.607161055027461,5.629166681275411,5.649674020511597,-0.020507339236186084,-0.5893647961617076,0.0005990457696008139,-0.014429268471374799,2.313490041008337e-05
21812,4431,M,31,4.584,5.71253,276.6,0,0,1,0,0,10867,275.08092946648947,1.5190705335105577,5.622572419230658,5.573883958697956,0.04868846053270204,0.11775141295061392,0.0016667165981748414,0.004811264491348444,2.572222098866739e-06
19021,26011,F,27,5.843999999999999,5.99265,257.23,1,0,0,0,0,9512,271.6114105796416,-14.381410579641567,5.549970626307962,5.590057254532189,-0.04008662822422693,-1.1141874258314213,0.0005090668643307743,-0.02514526623152329,7.025253638347433e-05
5337,7194,M,42,4.596,4.58585,203.23,0,0,1,0,0,2702,206.49554579744415,-3.2655457974441617,5.314338342602215,5.316396093012096,-0.0020577504098806543,-0.25296727246608136,0.0003764948005572841,-0.004909368139264477,2.6781786754192337e-06
18076,24969,M,70,5.61,5.76751,252.0,0,0,0,0,0,9042,267.0637853333757,-15.063785333375677,5.529429087511423,5.577350547384268,-0.04792145987284435,-1.167316842861462,0.0009502338805502397,-0.03600065862657046,0.00014400130526894512
24503,25252,M,23,5.013999999999999,5.87368,309.45,0,0,0,0,0,12210,286.50712361955624,22.94287638044375,5.73479652818537,5.640000066719032,0.09479646146633858,1.7789511406960155,0.0020162266176252074,0.07995984658666046,0.0007102807430209871
12104,13821,M,53,5.1160000000000005,5.221,228.02,0,0,0,1,0,6093,238.44992370993717,-10.429923709937157,5.429433344405574,5.464276493863547,-0.03484314945797351,-0.8080022886846161,0.000437225944208507,-0.016898980944749203,3.1731453558764234e-05
9257,19746,F,42,5.104,5.14611,218.23,1,0,0,0,1,4705,230.54718942763247,-12.317189427632485,5.385549552490908,5.440248377820425,-0.054698825329516865,-0.9541764927347446,0.00035154579729651075,-0.017893529712394322,3.557562021353952e-05
16471,19262,M,62,4.874,4.97689,243.98,0,0,0,0,1,8261,230.46854755510353,13.511452444896463,5.497086254720592,5.440890835208179,0.056195419512413025,1.0468434542823835,0.0006256769970093715,0.02619345232098313,7.623243900781662e-05
5064,11956,F,25,4.763999999999999,4.69108,201.92,1,0,0,1,0,2554,207.2619841739639,-5.341984173963908,5.307871579352848,5.340724436519301,-0.032852857166453475,-0.41386178046325756,0.0005716471439726457,-0.009897910167974519,1.0886087650728891e-05
13902,18282,F,40,5.314,5.32765,234.03,1,0,0,0,1,6965,237.82188670265822,-3.7918867026582177,5.455449312268332,5.46869160637784,-0.013242294109508279,-0.29373806771941224,0.0003578706362614376,-0.005557775383977773,3.4323344163573683e-06
9288,18859,F,40,5.03,4.93898,218.35,1,0,0,0,1,4718,219.50591958423723,-1.155919584237239,5.38609927993157,5.397758140193234,-0.011658860261664294,-0.08954553947801658,0.00041653848373027615,-0.0018279402346994117,3.7129079113065853e-07
22591,26180,F,27,6.53,6.561439999999999,284.45,1,0,0,0,0,11246,293.58275036834704,-9.132750368347047,5.650557491196657,5.67720877098928,-0.02665127979262305,-0.7075615562859555,0.0005923016196608868,-0.01722520278518105,3.296876200363901e-05
19136,5537,M,37,4.78,5.18308,257.82,0,0,1,0,0,9565,239.40641077260108,18.413589227398916,5.5522616670149585,5.441128366286744,0.11113330072821448,1.4266328311620542,0.0005270695855716267,0.03276126586531585,0.00011924624468927582
12349,8755,M,47,4.7860000000000005,4.99585,228.72,0,0,0,1,0,6201,231.10405343373984,-2.3840534337398367,5.432498548014056,5.433606627647437,-0.0011080796333811094,-0.18468418708539644,0.00040255210713146925,-0.0037061943952464513,1.5263204507398235e-06
16269,19657,F,37,5.2860000000000005,5.27693,243.1,1,0,0,0,1,8165,235.42302426750126,7.676975732498732,5.493472881322077,5.458990836780392,0.034482044541685575,0.5947123197568067,0.00039229789477386655,0.011781487508089614,1.542336199368133e-05
3538,4845,M,35,4.386,4.3806199999999995,194.28,0,0,1,0,0,1798,198.2548324279438,-3.974832427943795,5.269300417477544,5.282904827012212,-0.013604409534667461,-0.30790584696294043,0.0003306643078082339,-0.0055999404712324,3.4846097943679577e-06
12651,27979,M,44,5.226,5.1499,229.77,0,0,0,0,0,6353,238.0846564542041,-8.314656454204084,5.437078808589612,5.4614774507123585,-0.024398642122746672,-0.644221793056396,0.0007297780197658206,-0.01740962147796012,3.367870880333162e-05
14622,21455,F,54,5.37,5.4452,236.45,1,0,0,0,1,7346,243.18051169563824,-6.730511695638256,5.465736769089885,5.491454620358029,-0.025717851268144187,-0.5213939893525181,0.000403891324502685,-0.010480596576535753,1.2205441792315792e-05
16898,18783,M,57,5.196000000000001,5.23996,246.02,0,0,0,0,1,8457,240.80154152998134,5.218458470018675,5.505412833440639,5.48109824973743,0.024314583703208825,0.40428618155117996,0.0005443550705496468,0.009435138316026702,9.891943145883878e-06
11780,11641,M,55,4.904,4.96741,226.98,0,0,0,1,0,5938,226.87466081263668,0.10533918736331316,5.424861907872993,5.419564349251912,0.005297558621080611,0.008160358045548252,0.00043056154855044366,0.0001693637070320906,3.1873602893156436e-09
9389,17566,F,43,5.42,5.0916,218.77,1,0,0,0,1,4776,221.5674383214846,-2.7974383214845773,5.388020949629816,5.408344905667529,-0.02032395603771331,-0.2167267542758352,0.0005777755845115422,-0.005210958547524428,3.0173392776674556e-06
615,503,M,50,3.7539999999999996,3.8810300000000004,170.65,0,0,1,0,0,318,178.7168464175715,-8.066846417571497,5.139614675352716,5.207601434572585,-0.06798675921986952,-0.6249704034744392,0.0005685299176407276,-0.014905948026151973,2.468861834742693e-05
7769,27306,M,43,5.794,5.11103,212.78,0,0,0,0,0,3961,225.6442669923941,-12.864266992394107,5.36025876808822,5.417686297043839,-0.05742752895561942,-0.9969802731222795,0.0011938754288192003,-0.03446874521557949,0.00013201054895347415
6217,12960,F,42,4.89,4.88921,206.85,1,0,0,1,0,3162,216.0659058595039,-9.21590585950392,5.331993892907421,5.377394694757311,-0.04540080184989037,-0.7139615606269851,0.00047267184799877464,-0.01552592064998171,2.6784798109453847e-05
8086,26845,M,31,5.25,5.0077,213.98,0,0,0,0,0,4120,229.7615202757446,-15.781520275744612,5.3658825527104606,5.428140770329922,-0.06225821761946104,-1.2229497721482818,0.0009638397125567493,-0.037985725426641186,0.00016031789508069036
22263,23160,F,53,5.9239999999999995,6.15476,280.8,1,0,0,0,1,11080,276.0344346413011,4.765565358698893,5.637642672151656,5.618801205752144,0.018841466399512008,0.36919275110047384,0.0005099112994674449,0.0083389474556296,7.726955992201404e-06
1074,5791,M,36,3.9760000000000004,4.02323,176.98,0,0,1,0,0,556,184.02240885711456,-7.042408857114566,5.176036731839204,5.226810848004893,-0.050774116165689165,-0.545538745838669,0.0003394623382380769,-0.01005298711566522,1.122977094500715e-05
9091,13408,M,59,4.806,4.772130000000001,217.6,0,0,0,1,0,4622,216.66903474302632,0.9309652569736784,5.382658514981787,5.381020594794117,0.001637920187669728,0.0721227351809039,0.000519765082318345,0.0016447073514145759,3.005851725052132e-07
11397,28803,M,40,5.09,5.0963400000000005,225.63,0,0,0,0,0,5754,237.49628122037512,-11.866281220375129,5.418896489506421,5.457820745859151,-0.03892425635272989,-0.9194560535084175,0.0008132663193106032,-0.026231555241369463,7.645584060629006e-05
2832,4682,M,42,4.336,4.35455,190.05,0,0,1,0,0,1444,197.22189374156707,-7.171893741567061,5.247287195435258,5.279787624152186,-0.03250042871692749,-0.5555671370152722,0.0003309640893430399,-0.010108782798454173,1.1354761393635179e-05
21843,21340,F,48,5.306,5.94763,276.85,1,0,0,0,1,10884,274.869548978998,1.9804510210020112,5.623475843268976,5.609932386292047,0.013543456976929491,0.15343356654567533,0.0005991914934511961,0.0037569321487232964,1.568398379850293e-06
6661,3385,M,39,4.184,4.23747,208.52,0,0,1,0,0,3388,193.0454720087673,15.47452799123272,5.3400349598999055,5.262627026559737,0.07740793334016871,1.1987665665537648,0.00031213406600075064,0.021182294242658203,4.985274497881303e-05
2083,30204,M,30,4.574,4.35834,185.42,0,0,0,0,0,1049,202.81344439245805,-17.393444392458065,5.222623522178837,5.3220807790373215,-0.09945725685848483,-1.3482480043736371,0.001511637582557322,-0.052459255505069545,0.0003057558522998939
21633,12907,M,51,4.736000000000001,5.76704,275.15,0,0,0,1,0,10781,278.2072753537729,-3.0572753537729227,5.617316403505768,5.6119880504723865,0.005328353033381639,-0.23695018334801105,0.0013614388272497834,-0.008748869716570212,8.505356181483907e-06
9521,13429,F,25,4.836,4.893,219.18,1,0,0,1,0,4833,218.1276073036509,1.0523926963491022,5.389893310035246,5.382228464143571,0.007664845891675043,0.0815308306397979,0.0005441727712441661,0.0019024290471973085,4.0216768885714693e-07
23547,27870,M,52,6.2139999999999995,6.5206800000000005,295.12,0,0,0,0,0,11721,302.5171333515112,-7.397133351511172,5.68738205328842,5.712184505404098,-0.024802452115677553,-0.5730541573158113,0.0004653460022368877,-0.01236473272962309,1.6988267779290448e-05
8454,15164,F,38,4.914,4.96267,215.35,1,0,0,1,0,4304,220.26245539861253,-4.912455398612536,5.372264611500119,5.3927811731254405,-0.020516561625321117,-0.3805582362626101,0.00043455892749463137,-0.007934870578879923,6.9962509430662175e-06
10027,17310,F,36,5.154,5.14279,220.97,1,0,0,0,1,5082,229.76021326868073,-8.79021326868073,5.398026945697014,5.436641093513381,-0.03861414781636707,-0.6809595718934621,0.00040765363349129014,-0.013751672679732799,2.101291112571079e-05
20457,31303,F,26,5.99,6.185569999999999,266.07,1,0,0,0,0,10223,280.6638236457889,-14.593823645788916,5.58375943205647,5.624993646107211,-0.0412342140507409,-1.1306478928105788,0.0005132421757078655,-0.02562123288902334,7.293707826746484e-05
26325,27838,F,34,6.83,7.94075,362.83,1,0,0,0,0,13134,370.87658822849914,-8.04658822849916,5.893934405009768,5.972271616069407,-0.07833721105963942,-0.6237246724446817,0.0016059090969419351,-0.02501510912495436,6.953163404501234e-05
14186,19906,F,41,5.114,5.0897,234.97,1,0,0,0,1,7109,227.02451729145096,7.9454827085490365,5.459457846420514,5.4268365479336245,0.032621298486889216,0.6155069770865308,0.00037163370953820056,0.011867828032549306,1.5650220372195218e-05
8949,14921,F,28,4.803999999999999,4.99254,217.1,1,0,0,1,0,4561,224.53709413883718,-7.437094138837182,5.380358076884246,5.406731961676863,-0.026373884792617375,-0.5761603915282602,0.0005014420155230843,-0.012905138606897666,1.8505672009515315e-05
11817,18413,F,47,5.146,5.19493,227.15,1,0,0,0,1,5960,232.4793040667563,-5.329304066756293,5.4256105922054125,5.448578623741484,-0.022968031536071187,-0.4128335994901304,0.0003498980031883493,-0.007723635337802838,6.628699946877826e-06
20233,18193,M,55,5.386,5.48027,264.6,0,0,0,0,1,10112,251.9707655649554,12.629234435044623,5.5782192516808555,5.52414414346373,0.054075108217125134,0.9784500099515964,0.0005529364538013351,0.023014225031330878,5.885069643798939e-05
4867,13619,F,34,4.6,4.6744900000000005,201.07,1,0,0,1,0,2458,208.7349957475129,-7.664995747512904,5.303653106137555,5.346709899027682,-0.04305679289012687,-0.5938057823416988,0.0004648185324859736,-0.012805221568838529,1.8220195310389533e-05
24377,28015,F,29,6.756,6.8264,306.9,1,0,0,0,0,12153,305.38774820456524,1.5122517954347359,5.72652196162569,5.723493523076911,0.0030284385487791,0.11716341293617848,0.0006534662656758641,0.002996025773966396,9.974269433798316e-07
18807,26031,M,47,5.92,5.73623,256.12,0,0,0,0,0,9403,260.8153961592555,-4.695396159255495,5.545646084650602,5.552012844691008,-0.006366760040406483,-0.36376309932785145,0.00054549777009884,-0.008498330502919121,8.025153151966983e-06
18056,21460,F,46,5.636,5.80543,251.9,1,0,0,0,1,9036,260.5152217505665,-8.61522175056652,5.529032183358565,5.557330116639071,-0.02829793328050645,-0.667389583791174,0.00036782763048063893,-0.012802107991703693,1.82112076479586e-05
14869,10101,M,45,4.763999999999999,4.80057,237.33,0,0,0,1,0,7468,219.84655618659764,17.483443813402374,5.469451577701415,5.390609459922813,0.07884211777860184,1.354468852180184,0.0003962710710717059,0.026968157313862817,8.080393753602308e-05
4358,8232,M,42,4.33,4.30999,198.63,0,0,0,1,0,2208,198.23142343969798,0.3985765603020184,5.291443797604864,5.305843535516098,-0.01439973791123439,0.03087778475399598,0.0005001374723342414,0.0006907159161139533,5.30138510429644e-08
8469,13800,M,56,4.956,4.99822,215.4,0,0,0,1,0,4312,227.74845202335487,-12.348452023354866,5.372496764722288,5.423333047188985,-0.05083628246669658,-0.9566454947184695,0.00044978811327917956,-0.020293301592837328,4.575786014605389e-05
24851,27881,F,26,7.346,7.426,316.05,1,0,0,0,0,12397,331.08248088336387,-15.03248088336386,5.7559004289183076,5.823681612235401,-0.06778118331709315,-1.1650278641843625,0.0011853372266189505,-0.04013421935394265,0.0001789679865882101
9301,18768,F,42,5.05,5.04657,218.43,1,0,0,0,1,4730,225.52156146120043,-7.091561461200428,5.3864655970747295,5.420928133295847,-0.03446253622111772,-0.5493552452095948,0.00037154674252173707,-0.010591091007018466,1.2464128221759407e-05
9346,6495,M,38,4.51,4.60623,218.6,0,0,1,0,0,4749,209.4635621145678,9.136437885432201,5.387243575742438,5.326481751999774,0.06076182374266459,0.7077551251842978,0.0003320958952067683,0.01289991659863057,1.849046140789659e-05
21290,12574,M,50,5.1160000000000005,5.68646,272.15,0,0,0,1,0,10609,266.6167787949508,5.533221205049188,5.606353384880209,5.570287255559222,0.03606612932098674,0.42869823495761955,0.0006670624831038186,0.011075921076184754,1.363151430678379e-05
11960,14911,M,56,5.106,5.19825,227.6,0,0,0,1,0,6023,237.10620061439474,-9.506200614394743,5.427589702252176,5.459602692791429,-0.03201299053925322,-0.7364485676502079,0.0004639657406888427,-0.01586668320824714,2.797337575337616e-05
19619,18456,F,44,5.084,5.57554,260.62,1,0,0,0,1,9792,256.64763261840795,3.9723673815920506,5.56306340771676,5.539104022577911,0.023959385138848432,0.30773854317335886,0.0004843056453981763,0.006774025862151699,5.098953323452183e-06
3826,6312,M,43,4.51,4.44223,195.83,0,0,1,0,0,1944,199.33783761927052,-3.5078376192705036,5.277246935928745,5.2889802683011995,-0.011733332372454441,-0.27173781305395184,0.00038511677282505126,-0.005333716594668329,3.1611703157364565e-06
5967,9269,M,45,4.7139999999999995,4.73848,205.9,0,0,0,1,0,3028,217.003354118552,-11.103354118552005,5.327390614033744,5.379563091224402,-0.052172477190658206,-0.860159252010237,0.0003993908341475367,-0.017193514366866322,3.2846974830797326e-05
25065,24768,F,62,5.91,7.018839999999999,320.18,1,0,0,0,0,12503,330.40481205756276,-10.224812057562758,5.768883337649949,5.818131885630795,-0.04924854798084599,-0.7926391799119481,0.0017673327399515247,-0.03335176391817546,0.00012359683817750122
7345,14637,F,42,4.806,4.74464,211.25,1,0,0,1,0,3743,208.86635990801787,2.38364009198213,5.353042266237283,5.34967751017589,0.0033647560613934147,0.1846613954774858,0.0005024606943904327,0.004140342758037196,1.9048550118854196e-06
25222,24517,M,65,6.696000000000001,7.241619999999999,324.07,0,0,0,0,0,12587,336.62766004520824,-12.557660045208252,5.780959541839739,5.846023477030123,-0.06506393519038411,-0.9730683703148576,0.0008897472206127496,-0.029038218458135465,9.369128137733184e-05
3019,3232,M,36,4.18,4.23131,191.17,0,0,1,0,0,1533,192.89948112841248,-1.7294811284124876,5.253163084540927,5.261585835550899,-0.008422751009971918,-0.13397063482630356,0.00031198731184047516,-0.002366714323255917,6.224171409991587e-07
6342,7181,M,43,4.49,4.49011,207.33,0,0,1,0,0,3230,202.57695227214214,4.753047727857876,5.334311726771412,5.301105348060672,0.033206378710740836,0.36819519157401503,0.0003589930083155888,0.00697748764414133,5.409836510771113e-06
11099,23563,F,51,5.074,5.1371,224.68,1,0,0,0,1,5607,230.08136570787536,-5.401365707875357,5.414677167664232,5.439704675215059,-0.025027507550826833,-0.4184253199673973,0.0003948328726174623,-0.008315921144488252,7.684319447007132e-06
8674,12942,M,50,4.74,4.64415,216.15,0,0,0,1,0,4410,210.60599386128897,5.54400613871104,5.3759726111136406,5.356310776262518,0.019661834851122606,0.42948408667512616,0.00043555240883231877,0.008965239305311274,8.931165755360412e-06
23555,24788,F,60,5.89,6.587039999999999,295.25,1,0,0,0,0,11726,304.8766670368628,-9.626667036862784,5.687822455077471,5.721200830490896,-0.0333783754134247,-0.7460227422466861,0.0011101861979915324,-0.02487088198221588,6.87312880723154e-05
22811,21234,F,46,5.404,6.06944,286.45,1,0,0,0,1,11348,280.5512311382128,5.898768861787175,5.657564000854586,5.631685042479588,0.02587895837499854,0.45701176255935133,0.0006298899302982689,0.01147351619057173,1.4627719971308165e-05
25295,28949,M,31,6.3660000000000005,6.97381,325.68,0,0,0,0,0,12627,328.14467525975533,-2.4646752597553245,5.785915304194724,5.80671102571784,-0.020795721523116484,-0.19099278687161045,0.0010628816862744681,-0.006230033076215405,4.312905674614637e-06
7314,6991,M,39,4.196000000000001,4.46593,211.17,0,0,1,0,0,3722,206.58080294108544,4.58919705891455,5.35266349628815,5.313864856231721,0.03879864005642908,0.3554996873138957,0.00034394251033449886,0.006594120064799546,4.831700345687977e-06
18912,24643,F,57,5.204,5.67129,256.68,1,0,0,0,0,9448,262.17687434133006,-5.496874341330056,5.547830172882315,5.555226288923611,-0.007396116041295642,-0.42600501757191284,0.001243448812322972,-0.0150313798497901,2.5106268798742582e-05
6345,6973,F,29,4.59,4.7271,207.35,1,0,1,0,0,3233,208.75135063721993,-1.4013506372199345,5.33440818669239,5.323660780705253,0.010747405987137526,-0.10857262078151304,0.0006793877720444682,-0.002830914555944384,8.905198247207843e-07
18901,12181,F,60,4.706,5.26271,256.57,1,0,0,1,0,9441,240.91410000280766,15.655899997192336,5.5474015318626,5.473019803816254,0.07438172804634569,1.2132645084201963,0.0010469294955119993,0.0392773038169807,0.00017140570261479774
13471,8352,M,40,4.99,5.13189,232.63,0,0,0,1,0,6750,236.00300703439748,-3.3730070343974887,5.449449208551952,5.452257534162489,-0.002808325610536677,-0.2613040524646313,0.000469793967392256,-0.005665025921123346,3.566087618247212e-06
8566,20561,M,40,4.91,4.758859999999999,215.77,0,0,0,0,1,4367,217.82688073738152,-2.056880737381505,5.374213025551294,5.389904602162558,-0.01569157661126397,-0.15937160724850763,0.0008087484482584579,-0.004534123771537726,2.2844221523466563e-06
18012,24786,F,61,5.524,5.82913,251.68,1,0,0,0,0,9014,265.752611118119,-14.07261111811897,5.528158439309967,5.571274323258616,-0.04311588394864874,-1.0905919921269855,0.0011151108914064683,-0.036438761846976926,0.00014752936409481918
2923,4542,M,34,4.303999999999999,4.39246,190.58,0,0,1,0,0,1488,200.48412355801858,-9.904123558018568,5.250072053920042,5.290687277971226,-0.040615224051183674,-0.767222215378587,0.0003208495353590407,-0.013744899215386177,2.0992017099300605e-05
18361,24861,M,78,5.474,5.71395,253.62,0,0,0,0,0,9185,265.862395401314,-12.242395401314013,5.535837083806753,5.5732382722096006,-0.03740118840284712,-0.9488750787959209,0.0013900838056516032,-0.03540230956291773,0.00013925922238366333
11142,16912,F,37,5.046,5.20346,224.83,1,0,0,0,1,5630,235.29086587341922,-10.460865873419209,5.415344561072911,5.457058398773545,-0.04171383770063386,-0.810381908787619,0.000393866908648388,-0.01608607274305711,2.87520532386479e-05
14238,19854,F,40,5.16,5.37031,235.13,1,0,0,0,1,7137,243.1418726977525,-8.011872697752494,5.460138552679514,5.487882775178169,-0.02774422249865438,-0.6206454467879489,0.0003566054375810823,-0.011722358629248898,1.52689005446665e-05
25184,29940,F,33,7.12,7.28143,323.03,1,0,0,0,0,12569,326.0633660612075,-3.0333660612075164,5.7777451981666115,5.80444512799339,-0.026699929826778934,-0.23503508054183303,0.0008342020137470901,-0.006791246991400449,5.12492705037025e-06
18133,21410,F,45,5.434,5.6144099999999995,252.3,1,0,0,0,1,9067,252.68023935044192,-0.3802393504419115,5.530618855647012,5.526351226818825,0.00426762882818732,-0.029454717439099363,0.0003317612225765496,-0.0005365864792606864,3.199409866363921e-08
702,572,M,25,3.766,3.8118300000000005,172.08,0,0,1,0,0,367,175.6146937111149,-3.5346937111148975,5.1479594849594745,5.192067701223634,-0.04410821626415906,-0.2738350732597785,0.000507890546182123,-0.006172831924991163,4.234058847754142e-06
9204,6956,M,46,4.553999999999999,4.73137,218.03,0,0,1,0,0,4686,215.79997765432074,2.2300223456792594,5.3846326679999565,5.351938489686534,0.03269417831342292,0.1727506651985646,0.00038808226866810246,0.003403814750118066,1.2874231251829215e-06
15729,29932,M,50,5.7860000000000005,5.45325,240.43,0,0,0,0,0,7910,246.02609308664555,-5.5960930866455385,5.482428986888488,5.495771825052441,-0.013342838163953097,-0.4335795016079788,0.0007134487285357293,-0.011585241857346775,1.4914011357535775e-05
26139,25844,F,44,6.84,7.52933,353.33,1,0,0,0,0,13045,345.4257920006408,7.904207999359187,5.867402464431239,5.877673805748268,-0.010271341317029226,0.6124624339415492,0.0008708184010793901,0.018081415779624306,3.6328122794061935e-05
8808,14800,M,57,4.8839999999999995,4.902,216.58,0,0,0,1,0,4483,223.1932741534793,-6.613274153479296,5.377959994200234,5.405838877021859,-0.027878882821624984,-0.5123276879493502,0.0004661167608568848,-0.011063599008869308,1.3601119546122702e-05
8541,2246,M,39,4.394,4.537030000000001,215.67,0,0,1,0,0,4349,207.32100630857582,8.34899369142417,5.3737494616638894,5.31784507328846,0.05590438837542955,0.6467486370400064,0.0003166016698035989,0.011509617283353129,1.4719682191187825e-05
20793,14281,M,52,5.343999999999999,5.63432,268.45,0,0,0,1,0,10379,259.30144037384343,9.148559626156555,5.592664676868578,5.544305353262749,0.04835932360582884,0.7087673079673964,0.000538381462893727,0.01644999105215906,3.0068047558023882e-05
24532,24585,M,70,5.6339999999999995,5.878419999999999,310.07,0,0,0,0,0,12228,273.3099161447922,36.76008385520777,5.736798078440366,5.6011054236693525,0.1356926547710131,2.849306573143785,0.0009351731481953108,0.08717427806178091,0.0008439167416803473
18727,23502,F,50,5.706,5.60161,255.65,1,0,0,0,1,9358,246.79288629517214,8.857113704827867,5.543809321526008,5.506495513284035,0.03731380824197306,0.686168312582729,0.0004831636602990874,0.015086299758430937,2.5289509206565122e-05
14676,16396,F,34,4.89,5.1807099999999995,236.63,1,0,0,0,1,7377,236.86316677029083,-0.2331667702908362,5.46649773978696,5.461605211420359,0.004892528366601034,-0.018063553057458104,0.000510041512713384,-0.00040805313986398554,1.850222231968426e-08
2755,4459,M,25,4.0,4.02323,189.68,0,0,1,0,0,1391,184.15537735716705,5.524622642832952,5.24533844175715,5.225750180945248,0.019588260811902458,0.42798646919814276,0.00045427188430110897,0.009124028527597836,9.250339834687373e-06
11716,3370,M,33,4.1739999999999995,4.31094,226.77,0,0,1,0,0,5911,197.95248816857136,28.817511831428646,5.423936287972195,5.280185928765332,0.1437503592068632,2.232730723786631,0.0003313989647617649,0.04065218530833065,0.00018356671289456507
4683,2674,M,23,4.206,4.23984,200.13,0,0,1,0,0,2368,193.6122479996643,6.51775200033569,5.2989671553895334,5.262418568928164,0.03654858646136905,0.5049333918933803,0.0004895181985838102,0.011174416037371324,1.3874959548358374e-05
14884,18378,F,43,5.07,5.252759999999999,237.42,1,0,0,0,1,7477,237.52250587226786,-0.10250587226786934,5.469830724625388,5.466568590258416,0.0032621343669720915,-0.007940542092627375,0.00034841915873499475,-0.00014824390196014014,2.441991404813875e-09
10257,24656,M,65,4.914,4.91765,221.85,0,0,0,0,0,5198,228.61047003490825,-6.760470034908252,5.402001477824919,5.427058524398128,-0.025057046573209618,-0.5239538909401898,0.0013158351159173896,-0.019018651659972855,4.019211453731213e-05
18892,19979,F,46,5.474,5.74855,256.52,1,0,0,0,1,9435,259.98740330257334,-3.4674033025733593,5.547206634280662,5.554367683971827,-0.0071610496911649335,-0.26860120612316263,0.0003530460155435328,-0.005047778531341846,2.8313180895170664e-06
11770,11739,M,49,5.16,5.23996,226.95,0,0,0,1,0,5936,239.00893544201003,-12.05893544201004,5.4247297289024745,5.466031775354637,-0.04130204645216207,-0.9342086938684737,0.00043653983270035377,-0.01952318445548018,4.2350934786493206e-05
13822,12109,M,48,5.19,5.22337,233.77,0,0,0,1,0,6932,237.5253526741336,-3.755352674133576,5.454337726005947,5.460447504864064,-0.006109778858117032,-0.2909215391197903,0.0004512891051014239,-0.006181605979839489,4.2461008626340735e-06
10143,9523,M,50,4.87,4.93755,221.47,0,0,0,1,0,5139,225.9406621328326,-4.470662132832615,5.400287140131754,5.415054937829598,-0.014767797697843754,-0.3463255851419636,0.0003914352244591031,-0.00685329686431959,5.218979520795275e-06
